DATE,HPA,HPD,Cie,Ligne,Esc 1,Immat,Type app,PKG,Remarque,Comment,Terminal
26/02/2020,19:30,,AH,5318,,JN,,W17,,,T4
27/02/2020,19:40,,AH,1215,,KK,,W24A,,,T4
27/02/2020,20:10,,AH,4003,,JU,,W18,,,T4
27/02/2020,2:38,,AH,5323,,KQ,,W17,,,T4
27/02/2020,5:10,,AH,4000,,JO,,W16,,,T4
27/02/2020,5:15,,AH,1002,,KQ,,W17,,,T4
27/02/2020,5:20,,AH,2012,,JU,,W18,,,T4
27/02/2020,6:17,,AH,5319,,JN,,W22C,,,T4
27/02/2020,7:30,,AH,1036,,JN,,W22C,,,T4
27/02/2020,7:47,,AH,3016,,KB,,W19,,,T4
27/02/2020,8:25,,DTH,1850,,CE,,W08,,,T1
27/02/2020,8:40,,DTH,1909,,CA,,W09,,,T1
27/02/2020,10:05,,DTH,2111,,CD,,W11A,,,T1
27/02/2020,10:20,,AH,6102,,JW,,W10B,,,T1
27/02/2020,11:25,,AH,6147,,JA,,W12,,,T1
27/02/2020,13:30,,DTH,1840,,CB,,W09,,,T1
27/02/2020,13:50,,AH,6052,,JA,,W12,,,T1
27/02/2020,14:45,,AH,1321,,CF,,W08,,,T1
27/02/2020,16:20,,AH,6284,,JQ,,W09,,,T1
27/02/2020,17:10,,AH,6053,,JR,,W12,,,T1
27/02/2020,17:20,,DTH,1802,,CD,,W11A,,,T1
28/02/2020,19:48,,AH,6106,,KJ,,W09,,,T1
28/02/2020,21:28,,AH,6001,,JA,,W08,,,T1
28/02/2020,22:00,,AH,6310,,KB,,W10A,,,T1
28/02/2020,22:13,,AH,6142,,KC,,W11A,,,T1
28/02/2020,23:02,,AH,6230,,JN,,W10C,,,T1
28/02/2020,6:10,,AH,2334,,KN,,W12,,,T1
27/02/2020,10:00,,TK,653,,JVC,,W02,,,T1
27/02/2020,12:00,,AT,560,,OR,,W04,,,T1
27/02/2020,12:25,,MS,845,,JEK,,W01,,,T1
27/02/2020,12:35,,IK,757,,EGN,,W06B,,,T1
27/02/2020,14:00,,QR,1379,,CZ,,W04,,,T1
27/02/2020,14:13,,RJ,517,,AYS,,W02,,,T1
27/02/2020,15:00,,TU,374,,MW,,W01,,,T1
27/02/2020,15:55,,TK,651,,LOA,,W03B,,,T1
28/02/2020,1:30,,TK,655,,JRD,,W01,,,T1
27/02/2020,17:15,,TU,610,,MO,,W02,,,T1
27/02/2020,8:09,,TO,4680,,VA,,W14,,,T4
27/02/2020,8:49,,VLG,7476,,MKV,,W15,,,T4
27/02/2020,9:10,,AF,1554,,XJ,,W14,,,T4
27/02/2020,8:45,,DTH,3018,,CT,,W27A,,,T4
27/02/2020,10:59,,AF,9454,,HI,,W15,,,T4
27/02/2020,12:02,,LH,1316,,PP,,W14,,,T4
27/02/2020,12:25,,BA,2546,,TE,,W16,,,T4
27/02/2020,13:00,,VLG,7338,,MKO,,W15,,,T4
27/02/2020,13:44,,AF,1854,,HV,,W17,,,T4
27/02/2020,17:17,,AZ,800,,DE,,W13,,,T4
27/02/2020,17:25,,AF,1653,,XT,,W14,,,T4
28/02/2020,19:10,,JAF,2401,,CAO,,W16,,,T4
28/02/2020,19:12,,VLG,7991,,LOC,,W15,,,T4
28/02/2020,21:40,,TO,4800,,VG,,W17,,,T4
28/02/2020,23:36,,AF,1354,,PG,,W15,,,T4
28/02/2020,0:25,,AZ,802,,NB,,W13,,,T4
28/02/2020,4:45,,AZ,803,,NB,,W13,,,T4
28/02/2020,4:50,,AF,1355,,PG,,W15,,,T4
28/02/2020,7:30,,VLG,7396,,KCE,,W14,,,T4
27/02/2020,8:42,,AH,1044,,KS,,W18,,,T4
27/02/2020,9:03,,AH,1000,,JX,,W21,,,T4
27/02/2020,8:55,,AH,1074,,JK,,W25,,,T4
27/02/2020,9:00,,AH,2006,,KC,,W24C,,,T4
27/02/2020,8:53,,AH,1010,,KI,,W17,,,T4
27/02/2020,10:03,,AH,1009,,KH,,W23A,,,T4
27/02/2020,10:05,,AH,1004,,JC,,W20B,,,T4
27/02/2020,9:40,,AH,2024,,KA,,W23C,,,T4
27/02/2020,10:34,,AH,2013,,JU,,W17,,,T4
27/02/2020,8:40,,AH,1025,,KL,,W24A,,,T4
27/02/2020,11:30,,AH,2700,,JV,,W21B,,,T4
27/02/2020,11:50,,AH,1231,,KG,,W18,,,T4
27/02/2020,13:08,,AH,1023,,KK,,W23A,,,T4
27/02/2020,13:35,,AH,1045,,KS,,W22A,,,T4
27/02/2020,14:00,,AH,2007,,KC,,W22C,,,T4
27/02/2020,13:59,,AH,1003,,KG,,W24C,,,T4
27/02/2020,14:43,,AH,1006,,KL,,W24A,,,T4
27/02/2020,14:50,,AH,4065,,JP,,W18,,,T4
27/02/2020,15:19,,AH,2005,,JU,,W16,,,T4
27/02/2020,15:23,,AH,2025,,KA,,W23A,,,T4
27/02/2020,15:52,,AH,1011,,KI,,W15,,,T4
27/02/2020,16:27,,AH,1075,,JK,,W22A,,,T4
27/02/2020,16:30,,AH,2047,,KH,,W17,,,T4
27/02/2020,17:30,,AH,1008,,KQ,,W24C,,,T4
27/02/2020,14:40,,AH,1037,,JN,,W14,,,T4
27/02/2020,17:47,,AH,4017,,KT,,W23C,,,T4
27/02/2020,18:18,,AH,1021,,KK,,W18,,,T4
27/02/2020,18:25,,AH,1005,,JC,,W21B,,,T4
28/02/2020,19:57,,AH,1041,,KS,,W22C,,,T4
28/02/2020,21:35,,AH,1007,,KL,,W22A,,,T4
28/02/2020,20:15,,AH,3018,,KD,,W19,,,T4
28/02/2020,22:28,,AH,1013,,JP,,W24A,,,T4
28/02/2020,2:38,,AH,5327,,KI,,W24C,,,T4
28/02/2020,6:00,,AH,1002,,KL,,W22A,,,T4
28/02/2020,6:00,,AH,4000,,KS,,W22C,,,T4
28/02/2020,6:50,,AH,3019,,KD,,W19,,,T4
28/02/2020,7:10,,AH,4038,,KA,,W23A,,,T4
28/02/2020,7:15,,AH,1022,,KI,,W24C,,,T4
28/02/2020,7:15,,AH,1074,,JR,,W25A,,,T4
28/02/2020,7:30,,AH,1036,,JP,,W24A,,,T4
28/02/2020,6:30,,AH,5011,,KK,,W18,,,T4
28/02/2020,8:25,,DTH,1803,,CD,,W09,,,T1
28/02/2020,9:10,,DTH,2382,,CA,,W08,,,T1
28/02/2020,12:45,,DTH,1841,,CB,,W10C,,,T1
28/02/2020,15:45,,AH,6244,,JQ,,W12,,,T1
28/02/2020,16:05,,AH,6335,,KT,,W08,,,T1
28/02/2020,16:20,,DTH,1900,,CC,,W10A,,,T1
28/02/2020,18:05,,AH,6112,,KQ,,W11A,,,T1
28/02/2020,18:00,,AH,6006,,KO,,W12,,,T1
28/02/2020,18:25,,AH,2026,,KA,,W09,,,T1
29/02/2020,19:15,,DTH,2383,,CA,,W08,,,T1
29/02/2020,20:50,,AH,6245,,JQ,,W10A,,,T1
29/02/2020,21:30,,AH,6106,,KK,,W12,,,T1
29/02/2020,22:35,,AH,6146,,JN,,W09,,,T1
29/02/2020,5:00,,AH,6147,,JN,,W12,,,T1
29/02/2020,5:45,,DTH,2320,,CA,,W08,,,T1
29/02/2020,6:05,,AH,6100,,JQ,,W10A,,,T1
29/02/2020,6:10,,AH,6212,,JM,,W09,,,T1
29/02/2020,6:30,,AH,6040,,JL,,W10C,,,T1
29/02/2020,7:20,,AH,6050,,JN,,W12,,,T1
28/02/2020,9:45,,TK,653,,JVP,,W01,,,T1
28/02/2020,11:46,,RAM,560,,GZ,,W03B,,,T1
28/02/2020,12:18,,MS,845,,GEK,,W01,,,T1
28/02/2020,12:30,,UAE,757,,VJ,,W06,,,T1
28/02/2020,13:06,,TU,338,,MH,,W02,,,T1
28/02/2020,13:48,,QTR,1379,,CI,,W04B,,,T1
28/02/2020,15:45,,TK,651,,JWA,,W03B,,,T1
29/02/2020,1:06,,TK,655,,JCL,,W02,,,T1
28/02/2020,8:55,,VLG,7476,,BD,,W15,,,T4
28/02/2020,9:15,,AF,1554,,XR,,W14,,,T4
28/02/2020,10:08,,ASL,951,,QT,,W15,,,T4
28/02/2020,11:03,,BA,2546,,TU,,W17,,,T4
28/02/2020,11:14,,HZ,800,,NB,,W13,,,T4
28/02/2020,12:02,,LH,1316,,ED,,W25A,,,T4
28/02/2020,13:46,,AF,1854,,PA,,W15,,,T4
28/02/2020,14:30,,DTH,3012,,CF,,W18,,,T4
29/02/2020,19:05,,VLG,7991,,NBK,,W16,,,T4
29/02/2020,23:30,,VLG,7474,,MKV,,W16,,,T4
29/02/2020,23:39,,AF,1354,,XI,,W17,,,T4
29/02/2020,0:00,,AZ,802,,DK,,W13,,,T4
29/02/2020,4:45,,AF,1355,,XI,,W17,,,T4
29/02/2020,4:50,,AZ,803,,DK,,W13,,,T4
29/02/2020,7:20,,VLG,7475,,NGB,,W17,,,T4
29/02/2020,7:25,,VLG,7396,,KCV,,W18,,,T4
